Kundennummer,ABC_Klasse,Kennzeichen_Neukunde
151595,C,Ja
151596,-,Ja
151597,-,Ja
151598,C,Nein
151599,C,Ja
151600,-,Ja
151601,-,Ja
151602,-,Ja
151603,-,Ja
151604,-,Ja
151605,-,Ja
151606,-,Ja
151607,-,Ja
151608,-,Ja
151609,C,Ja
151610,-,Ja
151611,-,Ja
151612,B,Nein
151613,-,Ja
151614,-,Ja
151615,-,Ja
151616,-,Ja
151617,-,Ja
151618,-,Ja
151619,-,Ja
151620,C,Nein
151621,-,Ja
151622,-,Ja
151623,-,Ja
151624,-,Ja
151625,C,Nein
151626,-,Ja
151627,-,Ja
151628,-,Ja
151629,-,Ja
151630,-,Ja
151631,C,Nein
151632,-,Ja
151633,-,Ja
151634,-,Ja
151635,-,Ja
151636,-,Ja
151637,-,Ja
151638,-,Ja
151639,-,Ja
151640,-,Ja
151641,-,Ja
151642,-,Ja
151643,-,Ja
151644,C,Nein
151645,-,Ja
151646,-,Ja
151647,-,Ja
151648,-,Ja
151649,-,Ja
151650,-,Ja
151651,-,Ja
151652,C,Ja
151653,-,Ja
151654,-,Ja
151655,-,Ja
151656,-,Ja
151657,-,Ja
151658,C,Nein
151659,-,Ja
151660,-,Ja
151661,-,Ja
151662,-,Ja
151663,-,Ja
151664,C,Ja
151665,-,Ja
151666,-,Ja
151667,-,Ja
151668,-,Ja
151669,-,Ja
151670,-,Ja
151671,-,Ja
151672,-,Ja
151673,-,Ja
151674,-,Ja
151675,-,Ja
151676,-,Ja
151677,-,Ja
151678,-,Ja
151679,-,Ja
151680,C,Ja
151681,-,Ja
151682,-,Ja
151683,-,Ja
151684,-,Ja
151685,-,Ja
151686,-,Ja
151687,-,Ja
151688,-,Ja
151689,-,Ja
151690,C,Nein
151691,-,Ja
151692,B,Nein
151693,-,Ja
151694,-,Ja
151695,-,Ja
151696,C,Ja
151697,-,Ja
151698,-,Ja
151699,-,Ja
151700,C,Nein
151701,-,Ja
151702,C,Ja
151703,-,Ja
151704,C,Nein
151705,-,Ja
151706,B,Nein
151707,-,Ja
151708,-,Ja
151709,-,Ja
151710,-,Ja
151711,-,Ja
151712,-,Ja
151713,-,Ja
151714,-,Ja
151715,-,Ja
151716,C,Ja
151717,A,Nein
151718,B,Nein
151719,-,Ja
151720,-,Ja
151721,-,Ja
151722,C,Ja
151723,-,Ja
151724,C,Ja
151725,-,Nein
151726,-,Ja
151727,-,Ja
151728,C,Ja
151730,C,Ja
151731,-,Ja
151732,C,Ja
151733,B,Nein
151734,A,Nein
151735,-,Ja
151736,-,Ja
151737,C,Ja
151738,C,Nein
151739,-,Ja
151740,C,Ja
151741,-,Ja
151742,C,Ja
151743,C,Nein
151744,C,Ja
151745,C,Ja
151746,C,Ja
151747,-,Ja
151748,-,Ja
151749,-,Ja
151750,C,Ja
151751,C,Ja
151752,-,Ja
151753,C,Ja
151754,-,Ja
151755,-,Ja
151756,-,Ja
151757,-,Ja
151758,-,Ja
151759,C,Nein
151760,-,Ja
151761,-,Ja
151762,-,Ja
151763,-,Ja
151764,-,Ja
151765,-,Ja
151766,-,Ja
151767,-,Ja
151768,C,Ja
151769,C,Ja
151770,C,Ja
151771,C,Nein
151772,C,Ja
151773,C,Ja
151775,C,Ja
151776,C,Ja
151777,-,Ja
151778,-,Ja
151779,-,Ja
151780,-,Ja
151781,-,Ja
151782,-,Ja
151783,C,Ja
151784,C,Ja
151785,C,Nein
151786,-,Ja
151787,C,Ja
151788,B,Nein
151789,C,Ja
151790,C,Ja
151791,-,Ja
151792,-,Ja
151793,-,Ja
151794,C,Ja
151795,B,Nein
151796,-,Ja
151797,B,Nein
151798,C,Ja
151799,C,Nein
151800,C,Ja
151801,C,Nein
151802,C,Nein
151803,C,Nein
151804,A,Nein
151805,C,Ja
151806,C,Nein
151807,A,Nein
151808,B,Nein
151809,-,Ja
151810,C,Ja
151811,C,Ja
151812,C,Nein
151813,C,Nein
151814,-,Ja
151815,C,Ja
151816,C,Ja
151817,C,Ja
151818,C,Ja
151819,C,Ja
151820,C,Ja
151821,C,Ja
151822,-,Ja
151823,C,Ja
151824,-,Ja
151825,-,Ja
151826,C,Ja
151827,C,Ja
151828,-,Ja
151829,-,Ja
151830,C,Ja
151831,-,Ja
151832,-,Ja
151833,C,Ja
151834,C,Ja
151860,-,Ja
151872,-,Ja
